conditionId	lambda1	prob_deceasing	gamma	beta	omega_vac1_virW	delta_vac1_virW	omega_vac2_virW	delta_vac2_virW	omega_vac1_virM	delta_vac1_virM	omega_vac2_virM	delta_vac2_virM	eta_virW	eta_virM	susceptible_countryA_vac0_t0	susceptible_countryA_vac1_t0	susceptible_countryA_vac2_t0	susceptible_countryB_vac0_t0	susceptible_countryB_vac1_t0	susceptible_countryB_vac2_t0	infectious_countryA_vac0_virW_t0	infectious_countryA_vac0_virM_t0	infectious_countryA_vac1_virW_t0	infectious_countryA_vac1_virM_t0	infectious_countryA_vac2_virW_t0	infectious_countryA_vac2_virM_t0	infectious_countryB_vac0_virW_t0	infectious_countryB_vac0_virM_t0	infectious_countryB_vac1_virW_t0	infectious_countryB_vac1_virM_t0	infectious_countryB_vac2_virW_t0	infectious_countryB_vac2_virM_t0	recovered_countryA_vac0_virW_t0	recovered_countryA_vac0_virM_t0	recovered_countryA_vac1_virW_t0	recovered_countryA_vac1_virM_t0	recovered_countryA_vac2_virW_t0	recovered_countryA_vac2_virM_t0	recovered_countryB_vac0_virW_t0	recovered_countryB_vac0_virM_t0	recovered_countryB_vac1_virW_t0	recovered_countryB_vac1_virM_t0	recovered_countryB_vac2_virW_t0	recovered_countryB_vac2_virM_t0	dead_countryA_vac0_virW_t0	dead_countryA_vac0_virM_t0	dead_countryA_vac1_virW_t0	dead_countryA_vac1_virM_t0	dead_countryA_vac2_virW_t0	dead_countryA_vac2_virM_t0	dead_countryB_vac0_virW_t0	dead_countryB_vac0_virM_t0	dead_countryB_vac1_virW_t0	dead_countryB_vac1_virM_t0	dead_countryB_vac2_virW_t0	dead_countryB_vac2_virM_t0	vaccine_supply_par_vac1_xx0	vaccine_supply_par_vac1_xx1	vaccine_supply_par_vac1_xx2	vaccine_supply_par_vac1_xx3	vaccine_supply_par_vac1_xx4	vaccine_supply_par_vac1_xx5	vaccine_supply_par_vac1_xx6	vaccine_supply_par_vac1_xx7	vaccine_supply_par_vac1_xx8	vaccine_supply_par_vac1_xx9	vaccine_supply_par_vac1_xx10	vaccine_supply_par_vac2_xx0	vaccine_supply_par_vac2_xx1	vaccine_supply_par_vac2_xx2	vaccine_supply_par_vac2_xx3	vaccine_supply_par_vac2_xx4	vaccine_supply_par_vac2_xx5	vaccine_supply_par_vac2_xx6	vaccine_supply_par_vac2_xx7	vaccine_supply_par_vac2_xx8	vaccine_supply_par_vac2_xx9	vaccine_supply_par_vac2_xx10	distance_countryA_countryA	distance_countryA_countryB	distance_countryB_countryA	distance_countryB_countryB	xx0	xx1	xx2	xx3	xx4	xx5	xx6	xx7	xx8	xx9	xx10
ordinary	0.1	0.02	0.5	0.3	0.9	0.8	0.0	0.0	0.0	0.0	0.9	0.8	1.0	1.2	80000000.0	0.0	0.0	80000000.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217351.9819172223	276702.56296665635	294269.84339972923	363047.79621736007	591840.296041297	695854.713077948	1027930.473381662	993720.761113658	1212346.6106126169	1314769.5444686713	96360.51673889965	118251.07214127139	223044.4949081633	58442.83405358157	249271.5424473849	138753.6231619667	380046.0826320813	207111.60300302357	429347.35355395614	198753.56062635093	0.0	0.0	1.0	0.001	0.001	1.0	0.0	14.0	28.0	42.0	56.0	70.0	84.0	98.0	112.0	126.0	140.0
