observableId	observableFormula	noiseFormula
observable_deaths	dead_countryA_vac0_virW+dead_countryA_vac0_virM+dead_countryA_vac1_virW+dead_countryA_vac1_virM+dead_countryA_vac2_virW+dead_countryA_vac2_virM+dead_countryB_vac0_virW+dead_countryB_vac0_virM+dead_countryB_vac1_virW+dead_countryB_vac1_virM+dead_countryB_vac2_virW+dead_countryB_vac2_virM	1
