% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=127889, Fri May 14 18:20:49 2021
1 11 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
2 22 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
3 33 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
4 44 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
5 55 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
6 66 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
7 77 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
8 88 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
9 99 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
10 110 -0.04667677295399467 -0.019971667492026463 0.0077938148038425095 0.04471961484942828 0.9174672459464542 0.9699567292237274 0.9870891252501388 0.9903924904256345 0.9952335248449348 0.9975792536098024 1.0006095719098544 1.0090652759221304 1.0111619344876945 1.0167885998124668 1.0348070195451178 1.0630127491840022
