% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=127889, Fri May 14 18:20:49 2021, <python>{}</python>
1 11 0.238620342996762 1.0000458343836967 432.1413936963148 4.3214139369631482e+02 432.14147830207696 432.1415152972295   
2 22 0.24384073729423303 1.170102410551844 432.1413936963148 4.3214141337448154e+02 432.14145816227676 432.1415230047754   
3 33 0.267955380032045 1.233853920043294 432.1413336991782 4.3214133369917818e+02 432.14141643065193 432.14146589206155   
4 44 0.29970458332946487 1.4031012265932352 432.1411660480122 4.3214116604801222e+02 432.1413493593439 432.14148073159674   
5 55 0.32933380059149087 1.5480841954494808 432.1411660480122 4.3214117930323511e+02 432.1413218709209 432.14147973715535   
6 66 0.3527715545819317 1.6715687704229218 432.1411660480122 4.3214121377219055e+02 432.1413459948334 432.1414206151648   
7 77 0.35502182192460036 1.7881527246237283 432.1411660480122 4.3214124617546895e+02 432.1413675554744 432.1414808292675   
8 88 0.342313979579871 1.9366487023786503 432.1411660480122 4.3214125447389154e+02 432.1413605159283 432.14149376671196   
9 99 0.3398721759942546 1.9573396955022504 432.1411660480122 4.3214118375627368e+02 432.141377843761 432.1414617521683   
10 110 0.32590917847288603 1.9992217978340794 432.1411660480122 4.3214117568069707e+02 432.1413737627056 432.1414542728422   
11 121 0.3237086614876865 1.943078800226882 432.1411660480122 4.3214120150189302e+02 432.1412830585514 432.14138506291647   
12 132 0.3223793334524662 2.016897565601152 432.1411660480122 4.3214120909085113e+02 432.1412711381579 432.1414659898322   
13 143 0.3152740052031017 2.1209034141531666 432.1411660480122 4.3214126196293853e+02 432.14134932496074 432.14150333250285   
14 154 0.3010856550743809 2.180018411995111 432.1411660480122 4.3214125069156728e+02 432.141328095708 432.14142026662853   
15 165 0.29360671906039243 2.2335883376029546 432.1411660480122 4.3214118974966971e+02 432.14132443060106 432.1414635443433   
16 176 0.2866735596546805 2.2329617614059405 432.1411486519394 4.3214114865193937e+02 432.1412330595566 432.1414240566906   
17 187 0.2818703882626247 2.196806381736813 432.14114306307295 4.3214114306307295e+02 432.1412814787693 432.1414833791633   
18 198 0.286807106056787 2.2644262869243623 432.14114306307295 4.3214117507253076e+02 432.14122820774315 432.1413816269233   
19 209 0.28075463195936645 2.3005448623731333 432.14114306307295 4.3214119557943297e+02 432.1412908701143 432.1413877313281   
20 220 0.27775337701297087 2.387094930370629 432.14114306307295 4.3214117006161803e+02 432.1412233768625 432.1413842699218   
21 231 0.2495186142061281 2.4558974766817365 432.14114306307295 4.3214115244792094e+02 432.1412628069826 432.14139893794095   
22 242 0.24908747585623808 2.4536031894485437 432.14114306307295 4.3214116543175385e+02 432.14127015714473 432.14135375897104   
23 253 0.2413526625010056 2.5291555779825257 432.1411350406871 4.3214113504068712e+02 432.14122441217535 432.1412956947478   
24 264 0.22800293577608818 2.574676481268566 432.1411350406871 4.3214117980507149e+02 432.14127369408095 432.1413323550694   
25 275 0.2189073659031453 2.6546693804475066 432.1411173399999 4.3214111733999988e+02 432.1411878221129 432.1413082883772   
26 286 0.20456765340616467 2.771403138454072 432.1411173399999 4.3214114793301837e+02 432.14119596626495 432.1412963815741   
27 297 0.19768456509608032 2.8482114341331988 432.1411173399999 4.3214113273619171e+02 432.1411933041534 432.14129836808695   
28 308 0.19088565148723402 2.8417365213899592 432.1411173399999 4.3214114349089618e+02 432.14118258114536 432.1413257255539   
29 319 0.18867907361522762 2.87342615039089 432.1411173399999 4.3214113917308418e+02 432.14119986650906 432.1412823683408   
30 330 0.1818746929697194 2.9519505733084497 432.1410904784305 4.3214109047843050e+02 432.1411600559486 432.1412224712418   
31 341 0.17857350196126942 2.9459039671128915 432.1410904784305 4.3214112937449431e+02 432.1411507688042 432.141213597955   
32 352 0.1779981521958768 2.9848408128439265 432.1410904784305 4.3214114033599776e+02 432.1411598015968 432.14122386696187   
33 363 0.18588918765010173 3.1314757673496936 432.1410904784305 4.3214113490937092e+02 432.141179745192 432.14122784087   
34 374 0.19023509326284177 3.213398290202182 432.1410904784305 4.3214113078843559e+02 432.1411554242213 432.14123641013384   
35 385 0.19120796295358936 3.3533581064454583 432.1410904784305 4.3214113584593417e+02 432.1411578931072 432.14121029915356   
36 396 0.18909494400531826 3.4635386713191068 432.1410904784305 4.3214116011204658e+02 432.1411742852298 432.14126401424625   
37 407 0.17660390128726677 3.5832398395661658 432.1410904784305 4.3214114538761237e+02 432.1411735780173 432.14124187474624   
38 418 0.17329323733754523 3.683587604540511 432.1410904784305 4.3214111550379096e+02 432.1411485892889 432.14127494173295   
39 429 0.1748597851367622 3.722187976189382 432.1410904784305 4.3214113429060592e+02 432.14115098615025 432.1411763696505   
40 440 0.17089877681984864 3.76805048516955 432.1410904784305 4.3214112598774682e+02 432.14116070903845 432.14118899007235   
41 451 0.16060364761988244 3.8154696424391092 432.1410904784305 4.3214112705375061e+02 432.1411444632829 432.1412080435349   
42 462 0.15914828250451857 3.9061263616766424 432.1410904784305 4.3214112323431925e+02 432.1411382259396 432.14123053425953   
43 473 0.1533361788197143 3.987944174740939 432.1410904784305 4.3214112777149296e+02 432.14114323189267 432.14117125147277   
44 484 0.15617924305581904 4.0132136954020865 432.1410904784305 4.3214112192248177e+02 432.14114487839583 432.14116991705436   
45 495 0.16027570961900584 4.022272841310357 432.1410904784305 4.3214113485822446e+02 432.14115367553615 432.14116556237366   
46 506 0.15517784908913773 4.0102732778287375 432.1410904784305 4.3214113465726871e+02 432.1411639203242 432.14124822427044   
47 517 0.15461500173014076 4.063282974994542 432.1410904784305 4.3214111296175054e+02 432.14114195196396 432.14116374964135   
48 528 0.14982537789745326 4.134110192675013 432.1410904784305 4.3214112107031059e+02 432.1411397426643 432.1411616905131   
49 539 0.13917897055105816 4.241144125890433 432.1410904784305 4.3214112347822663e+02 432.1411389626608 432.1411655259492   
50 550 0.14040024149486835 4.335467575900629 432.1410904784305 4.3214111100717230e+02 432.14113874820634 432.1411660505222   
51 561 0.14253238784953493 4.4849034842902435 432.1410904784305 4.3214113416962061e+02 432.14114553022875 432.141160153991   
52 572 0.1378246638488118 4.69692228634362 432.1410904784305 4.3214110796759485e+02 432.14114907310807 432.1412059594778   
53 583 0.12309525866296996 4.831576267444769 432.1410904784305 4.3214113270855592e+02 432.14114450508293 432.1411662427689   
54 594 0.11635750044389763 4.809164007821402 432.1410904784305 4.3214111401708652e+02 432.14114271141534 432.14116102718725   
55 605 0.12308450880469508 4.816024279828526 432.1410904784305 4.3214111279157646e+02 432.141135983034 432.14115224451393   
56 616 0.13125393923641102 4.976436982347412 432.1410904784305 4.3214111838692600e+02 432.14113613960114 432.141154070472   
57 627 0.1327319444543877 5.147813534509795 432.1410904784305 4.3214113462216881e+02 432.14114102680446 432.1411532854268   
58 638 0.1253179866545083 5.05889360932796 432.1410904784305 4.3214110667973580e+02 432.14113486993347 432.1411567529776   
59 649 0.12061485711801362 5.097287037375612 432.1410904784305 4.3214112166476025e+02 432.14113783637913 432.1411511841134   
60 660 0.12143588948383069 5.261340550897954 432.1410904784305 4.3214110389952026e+02 432.1411322926396 432.1411726123046   
61 671 0.11694702593343363 5.439892977774153 432.1410904784305 4.3214112579797415e+02 432.14113893968835 432.14116481348447   
62 682 0.11424043132169762 5.652864219391318 432.1410904784305 4.3214111269297456e+02 432.14113556327686 432.14115106150564   
63 693 0.11010691554051033 5.8493570633534135 432.1410904784305 4.3214111754983509e+02 432.1411303886928 432.1411605150571   
64 704 0.108154084215991 6.042377090441465 432.1410904784305 4.3214110896051420e+02 432.14112884671545 432.1411659206631   
65 715 0.10476587873991494 6.287812418331305 432.1410904784305 4.3214111690795608e+02 432.14113151964034 432.1411485198945   
66 726 0.09837520106162687 6.359607037954828 432.1410904784305 4.3214111452179344e+02 432.1411286249148 432.1411560566187   
67 737 0.09646297549057357 6.619355349490245 432.1410904784305 4.3214112578293054e+02 432.14113328274254 432.1411450973892   
68 748 0.09246440796229598 6.871877573684528 432.1410904784305 4.3214111796289012e+02 432.1411284251179 432.1411504540141   
69 759 0.0827512653890484 7.095822335007232 432.1410904784305 4.3214111995467329e+02 432.14112940200135 432.14115663158367   
70 770 0.08122421677206945 7.148528744049546 432.1410904784305 4.3214111903338977e+02 432.14112714303906 432.14114363725633   
71 781 0.07796638901667091 7.408498225472453 432.1410904784305 4.3214111626903878e+02 432.14113252339905 432.14115336646444   
72 792 0.07681844489780777 7.284260105279482 432.1410904784305 4.3214110339758167e+02 432.1411281260505 432.14114113198775   
73 803 0.07547880135560078 7.401193646529367 432.1410904784305 4.3214110006910460e+02 432.1411303164841 432.14115116162407   
74 814 0.06607996122644157 7.496252416818939 432.1410904784305 4.3214111847305685e+02 432.1411314553478 432.1411539858503   
75 825 0.060273433698483925 7.619563445467084 432.1410904784305 4.3214111849510687e+02 432.14112639045095 432.1411371308199   
76 836 0.057415688434961705 7.435159409784582 432.1410904784305 4.3214110015257330e+02 432.1411232780241 432.14114484865763   
77 847 0.05596004213419817 7.258290548835646 432.1410904784305 4.3214111725677435e+02 432.14112601962347 432.14113447860757   
78 858 0.05948893344910188 7.409504950271961 432.1410904784305 4.3214111108449777e+02 432.1411276246202 432.14115328586337   
