% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=127889, Fri May 14 18:20:49 2021, <python>{}</python>
1 11 0.238620342996762 0 0 0.2383906848909636 0.2431468159613615 0.23974808391993147 0.24130600308400538 0.2373939637842353 0.23383109600258065 0.23434341190021665 0.2440388869909255 0.2387704507706832 0.2374248619491529 0.23807843816357072 0.23766655081436153
2 22 0.24384073729423303 0 0 0.241412366300665 0.25179596846084684 0.24767459543298342 0.2460616568037271 0.23883001129347436 0.23848820123345058 0.24848744828624464 0.24479558852441344 0.24205259465053663 0.23933203045232665 0.24675894836107057 0.24114183027722869
3 33 0.267955380032045 0 0 0.26518750481679876 0.2760004779722885 0.27684230459332904 0.2679905922938064 0.2602866628920981 0.2702098906536449 0.2851534747267777 0.2709851573457434 0.2657322605814346 0.26307530953919567 0.26657549907850037 0.26081383587617823
4 44 0.29970458332946487 0 0 0.2910778923878444 0.30607507320715616 0.3185052599734918 0.29312070209368224 0.292252582677616 0.30792465871809466 0.3304597995805704 0.32562550322608885 0.2957758416863036 0.2931714704768165 0.29233759239075513 0.2875968351487741
5 55 0.32933380059149087 0 0 0.3165803686509457 0.3343037786225792 0.3725680586531364 0.32279291177965336 0.3181417699993015 0.33925316140758366 0.35186750094550534 0.3641405418662295 0.32472354349541865 0.32437251518252963 0.320122709509347 0.3139367382798973
6 66 0.3527715545819317 0 0 0.33714354157664445 0.3544009096202944 0.4162312490742853 0.34983131530949513 0.3392273385162411 0.358925250789001 0.370869702446223 0.4042400518379773 0.34734323694850366 0.3462099553106129 0.34082375197871917 0.33523804552435804
7 77 0.35502182192460036 0 0 0.3367261212538586 0.35232895707244766 0.42594565142139124 0.3564088526080684 0.34152532720460077 0.3661686070865692 0.3552956411938989 0.4153538738236155 0.34469014193996567 0.3512111392375795 0.34706541911408967 0.3398074582762091
8 88 0.342313979579871 0 0 0.3150415225977305 0.3371161249365987 0.40713541858165714 0.3438567433468367 0.3279343859670582 0.3518291511091985 0.3412631760722403 0.40153931209405497 0.32855545041514406 0.33754391818109314 0.334309567400531 0.3260344974400488
9 99 0.3398721759942546 0 0 0.3029073450669032 0.33316694565301036 0.4113963373625545 0.34169642894014085 0.32304793420032785 0.35175155806330144 0.3350529029227811 0.3899451193526935 0.3352641537117482 0.3382360036791072 0.32462275820629233 0.33616491490330996
10 110 0.32590917847288603 0 0 0.2803637781402312 0.3197514452343617 0.3922580590683167 0.32563291581465503 0.30677590972515567 0.33717417853381393 0.3149567133123692 0.3658686555579015 0.32518982992707524 0.325997293916063 0.31700337651420146 0.32470649491366416
