% # columns="iter, evals, sigma, 0, fitness, xbest" seed=127889, Fri May 14 18:20:49 2021, <python>{}</python>
1 11 0.238620342996762 0 432.1413936963148 0.9992604220299854 0.8837539917841262 0.0023019150533888887 0.9975633151805645 0.030875740664610407 0.5114268994487251 0.48915782043254963 0.535878517566184 0.7821481321711344 0.23721917612063576 0.857177458750509 0.34380402799874643
2 22 0.24384073729423303 0 432.14141337448154 0.8482810658345944 0.6029742442974397 0.06338988010364062 0.6741570811299813 0.1421804990410962 0.3655509538527355 0.8370402339392415 0.3991129672405864 0.64327693843768 0.018802664035833878 0.5968300545726288 0.5575673342427245
3 33 0.267955380032045 0 432.1413336991782 0.7316920987777042 0.6431275976772403 0.057503652539333455 0.6431463878318798 0.3922510584799665 0.6963841229640904 0.9983345863310654 0.617805533395814 0.8452068793524216 0.24852247052228166 0.8417270298242996 0.5462936872278774
4 44 0.29970458332946487 0 432.1411660480122 0.9999987782867441 0.9175049313275336 0.5049596502376417 0.9855136283346978 0.0920561946683019 0.9223500138823884 0.9979719262586983 0.7486118393321708 0.9095961922827716 0.08843535779884736 0.9643217793252737 0.24457304903933036
5 55 0.32933380059149087 0 432.1411793032351 0.9989417308826196 0.7022274149896045 0.6558073630125065 0.8159811700346894 0.013363220724097943 0.8958505091169823 0.9707884423701718 0.9698180193381254 0.8496475208941731 0.503058516884029 0.7674028732120957 0.562389931820191
6 66 0.3527715545819317 0 432.14121377219055 0.9580557408158303 0.5283522796890276 0.973955952011071 0.9972279061463349 0.001099941378530662 0.7283452836521255 0.9894319733252176 0.7862443053694028 0.7027179969068047 0.4144845324639982 0.7157960984467445 0.6075891094704163
7 77 0.35502182192460036 0 432.14124617546895 0.9862373319762228 0.45720814321722886 0.7130861741732466 0.9952714676770233 0.47525066971206664 0.570825582756573 0.9410815904724427 0.7964642253493053 0.6667059908465999 0.1795748182885759 0.22779526968902541 0.6064262596943052
8 88 0.342313979579871 0 432.14125447389154 0.9343373048288468 0.9353959904512752 0.7131500837134468 0.7947447456738643 0.3596326137215753 0.48634117101708707 0.8657490583184719 0.9893297712748365 0.8461409762661656 0.0834493065608706 0.8058029535062669 0.5886447246138646
9 99 0.3398721759942546 0 432.1411837562737 0.9861413711875483 0.8741341073355088 0.8243688415941186 0.7811710978487285 0.1281639453595063 0.9998540048535823 0.9911326837287244 0.9996599414842746 0.1347121243242555 0.3874895012124765 0.3355126398378115 0.8665419973397352
10 110 0.32590917847288603 0 432.1411756806971 0.9881540623983657 0.9250302675381532 0.964704257265148 0.8710732487403656 0.26156917063394985 0.8234391646538539 0.987415526906538 0.5263824942160193 0.9971063822591356 0.18809186771270245 0.8486033751939394 0.7440833170431619
11 121 0.3237086614876865 0 432.141201501893 0.9653068424390279 0.9803916772463599 0.6429751103515078 0.9767381422186769 0.8694741671329902 0.8844732684313601 0.9713544651162751 0.8155139390075224 0.38456554135259835 0.6725689404690449 0.3373258923228264 0.5978185745440328
12 132 0.3223793334524662 0 432.14120909085113 0.995195246619712 0.8809922432203634 0.3584491116095663 0.8902179708475577 0.9949087463356249 0.5707124761388577 0.9050357029320462 0.9934474320418127 0.5787619439726256 0.536323240307091 0.5253331870815378 0.9396838168421077
